entry_time,exit_time,direction,bars_held,size_factor,notional,beta,gross_pnl,slippage_spread_cost,commission,net_pnl,return_pct,capital_after
2022-12-13 14:36:00+00:00,2022-12-13 14:37:00+00:00,short,1,0.40136999703502324,39996.51033175345,1.0067607165407693,-25.16565396976858,17.352848021767052,6.0,-31.16565396976858,-0.07792093287955174,99618.8097483107
2022-12-13 14:38:00+00:00,2022-12-13 14:39:00+00:00,short,1,0.4003463830689283,39882.030168367884,0.9684773421723135,-12.886766543704653,17.330706874178944,6.0,-18.886766543704653,-0.047356582561046606,99599.922981767
2022-12-13 14:40:00+00:00,2022-12-13 15:07:00+00:00,short,27,0.4018782500131025,40027.04274935231,0.943592012699671,12.477276622729164,17.36501422737134,6.0,6.477276622729164,0.01618225124271509,99606.40025838972
2022-12-13 15:10:00+00:00,2022-12-13 15:11:00+00:00,short,1,0.40059783590438935,39902.10838573733,0.910408045162887,-37.01976951578813,17.345232181718636,6.0,-43.01976951578813,-0.10781327417567033,99563.38048887394
2022-12-13 15:12:00+00:00,2022-12-13 15:23:00+00:00,short,11,0.4013923120295673,39963.975487908625,0.8395292684024401,-39.58277474712844,17.359681570042163,6.0,-45.58277474712844,-0.11405966045825401,99517.7977141268
2022-12-13 15:24:00+00:00,2022-12-13 15:27:00+00:00,short,3,0.39982447031728874,39789.650758193835,0.9635993024026156,-49.92190056637088,17.284581352483258,6.0,-55.92190056637088,-0.14054383363707948,99461.87581356043
2022-12-13 15:28:00+00:00,2022-12-13 15:29:00+00:00,short,1,0.39937957326232254,39723.04151828989,0.9638371245926811,-24.148052012608815,17.26571029722649,6.0,-30.148052012608815,-0.07589562848234466,99431.72776154782
2022-12-13 15:30:00+00:00,2022-12-13 15:35:00+00:00,short,5,0.3988280180609748,39656.15891551652,0.9795419908861873,-2.3652590702323906,17.25278011869827,6.0,-8.36525907023239,-0.021094476366341326,99423.3625024776
2022-12-13 15:36:00+00:00,2022-12-13 15:37:00+00:00,short,1,0.39815868616258954,39586.27538785335,0.9624424952861914,-24.454956698157925,17.20458097672949,6.0,-30.454956698157925,-0.07693311987493202,99392.90754577944
2022-12-13 15:38:00+00:00,2022-12-13 15:39:00+00:00,short,1,0.3976617149920765,39524.75407270355,0.9636992518747054,-42.5954416770032,17.169922655425154,6.0,-48.5954416770032,-0.12294938404326218,99344.31210410244
2022-12-13 15:42:00+00:00,2022-12-13 15:51:00+00:00,short,9,0.39726708553180395,39466.225333758695,1.0225413843297988,-27.55353719388154,17.14549313329175,6.0,-33.55353719388154,-0.0850183591415834,99310.75856690857
2022-12-13 15:54:00+00:00,2022-12-13 16:05:00+00:00,short,11,0.3953602900277119,39263.53030988504,0.9987483729933091,-33.37864161645534,17.063037072004867,6.0,-39.37864161645534,-0.10029317615013675,99271.37992529212
2022-12-13 16:06:00+00:00,2022-12-13 16:07:00+00:00,short,1,0.3940641674983994,39119.293686677556,0.9597292928463381,-32.27778478854683,17.007039922933934,6.0,-38.27778478854683,-0.09784886479579434,99233.10214050357
2022-12-13 16:10:00+00:00,2022-12-13 16:11:00+00:00,short,1,0.3934435196590396,39042.62097284471,1.0148253994528609,-21.35025358013941,16.96794171639818,6.0,-27.35025358013941,-0.07005229899694058,99205.75188692343
